NM_001286052	ZNF595	chr4	53178	88099	53176
NM_001039127	ZNF718	chr4	53192	157949	53190
NR_027481	ZNF876P	chr4	206388	249773	206386
NM_001137608	ZNF732	chr4	264463	299258	264461
NM_001348277	ZNF141	chr4	331567	378653	331565
NR_030297	MIR571	chr4	343945	344041	343943
NR_002451	ABCA11P	chr4	419223	467998	419221
NM_133474	ZNF721	chr4	433772	492960	433770
NM_001127178	PIGG	chr4	492988	533710	492986
NM_001362796	TMEM271	chr4	567668	570089	567666
NR_148199	LOC105374338	chr4	570956	578655	570954
NM_000283	PDE6B	chr4	619362	664681	619360
NM_007100	ATP5ME	chr4	666224	668127	666222
NM_001363650	MYL5	chr4	668323	675817	668321
NM_001294341	SLC49A3	chr4	675612	683230	675610
NM_001317836	PCGF3	chr4	699529	764768	699527
NR_036511	LOC100129917	chr4	773936	775636	773934
NM_006651	CPLX1	chr4	778744	819945	778742
NM_001318134	GAK	chr4	843062	926178	843060
NM_001297423	TMEM175	chr4	926174	952443	926172
NM_001347	DGKQ	chr4	952671	967348	952669
NM_134425	SLC26A1	chr4	972860	987228	972858
NM_000203	IDUA	chr4	980784	998345	980782
NM_001004356	FGFRL1	chr4	1005609	1020686	1005607
NM_001131034	RNF212	chr4	1065265	1107352	1065263
NR_134676	LOC105374344	chr4	1107426	1126763	1107424
NR_033768	TMED11P	chr4	1108984	1116952	1108982
NM_001128325	SPON2	chr4	1160720	1166999	1160718
NR_024569	LOC100130872	chr4	1189570	1202750	1189568
NR_104331	CTBP1-AS	chr4	1203907	1212379	1203905
NM_001012614	CTBP1	chr4	1205227	1242908	1205225
NR_033339	CTBP1-DT	chr4	1243227	1246795	1243225
NM_001017405	MAEA	chr4	1283638	1333936	1283636
NM_001317934	UVSSA	chr4	1341053	1381837	1341051
NM_175918	CRIPAK	chr4	1385339	1389782	1385337
NM_001290079	NKX1-1	chr4	1396719	1400230	1396717
NM_001013622	FAM53A	chr4	1641607	1685718	1641605
NM_001306074	SLBP	chr4	1694457	1714468	1694455
NM_001127266	TMEM129	chr4	1717678	1723084	1717676
NM_006342	TACC3	chr4	1723216	1746905	1723214
NM_000142	FGFR3	chr4	1795038	1810599	1795036
NM_012318	LETM1	chr4	1813205	1857974	1813203
NM_001042424	NSD2	chr4	1873122	1983934	1873120
NR_003004	SCARNA22	chr4	1976362	1976487	1976360
NM_005663	NELFA	chr4	1984440	2010962	1984438
NR_030641	MIR943	chr4	1988110	1988204	1988108
NM_001168243	C4orf48	chr4	2043719	2045697	2043717
NM_178557	NAT8L	chr4	2061238	2070816	2061236
NM_181808	POLN	chr4	2073684	2243891	2073682
NM_001303143	HAUS3	chr4	2233562	2243891	2233560
NM_006454	MXD4	chr4	2249159	2263739	2249157
NR_039964	MIR4800	chr4	2251803	2251883	2251801
NM_001172656	ZFYVE28	chr4	2271323	2420370	2271321
NM_001193282	CFAP99	chr4	2420671	2464690	2420669
NM_001185010	RNF4	chr4	2470794	2517586	2470792
NM_001256666	FAM193A	chr4	2627158	2734302	2627156
