NR_122113	DUXAP8	chr22	16150528	16193009	16150526
NR_133911	BMS1P22	chr22	16157078	16172265	16157076
NR_073459	BMS1P18	chr22	16162065	16172265	16162063
NR_073460	BMS1P17	chr22	16162065	16172265	16162063
NR_132385	LINC01297	chr22	16199673	16231289	16199671
NM_001136213	POTEH	chr22	16256331	16287937	16256329
NR_046571	POTEH-AS1	chr22	16274608	16277577	16274606
NM_001005239	OR11H1	chr22	16448823	16449804	16448821
NM_014406	CCT8L2	chr22	17071647	17073700	17071645
NR_001591	TPTEP1	chr22	17082800	17129720	17082798
NR_040115	ANKRD62P1-PARP4P3	chr22	17134598	17156430	17134596
NR_134584	LINC01665	chr22	17227758	17229328	17227756
NM_001318251	XKR3	chr22	17264305	17302589	17264303
NR_003607	HSFY1P1	chr22	17308363	17310225	17308361
NM_001037814	GAB4	chr22	17442826	17489112	17442824
NR_015352	CECR7	chr22	17517459	17540960	17517457
NM_001289905	IL17RA	chr22	17565848	17596584	17565846
NM_001163079	TMEM121B	chr22	17597188	17602257	17597186
NR_103793	LINC01664	chr22	17602484	17612994	17602482
NM_017829	HDHD5	chr22	17618409	17646177	17618407
NR_024482	HDHD5-AS1	chr22	17640278	17646335	17640276
NM_001282225	ADA2	chr22	17659679	17700325	17659677
NR_038398	CECR3	chr22	17737749	17747623	17737747
NM_001290046	CECR2	chr22	17840838	18037856	17840836
NM_001303484	SLC25A18	chr22	18043138	18073656	18043136
NM_001288707	LOC101929372	chr22	18062922	18071958	18062920
NM_001039366	ATP6V1E1	chr22	18074902	18111588	18074900
NM_001270726	BCL2L13	chr22	18121349	18213621	18121347
NM_001196	BID	chr22	18216905	18257261	18216903
NR_036168	MIR3198-1	chr22	18246945	18247025	18246943
NR_103718	LINC00528	chr22	18260055	18262247	18260053
NM_015241	MICAL3	chr22	18270415	18507325	18270413
NR_030378	MIR648	chr22	18463633	18463727	18463631
NR_024417	LINC01634	chr22	18512150	18520734	18512148
NM_001199319	PEX26	chr22	18560685	18573797	18560683
NM_001193414	TUBA8	chr22	18593452	18614498	18593450
NM_017414	USP18	chr22	18632757	18660162	18632755
NR_136570	LINC02592	chr22	18660792	18688630	18660790
NR_136574	LOC105379550	chr22	18660803	18668247	18660801
NR_136561	LINC01662	chr22	18721426	18745407	18721424
NR_003267	GGT3P	chr22	18761201	18779474	18761199
NR_135922	LOC102725072	chr22	18837630	18848564	18837628
NR_136571	LINC01663	chr22	18852555	18881944	18852553
NM_005675	DGCR6	chr22	18893735	18899601	18893733
NM_001195226	PRODH	chr22	18900286	18923964	18900284
NR_002733	DGCR5	chr22	18958010	18982142	18958008
NR_024159	DGCR9	chr22	19005346	19007761	19005344
NR_026651	DGCR10	chr22	19010136	19011063	19010134
NM_001173533	DGCR2	chr22	19023794	19109967	19023792
NR_024157	DGCR11	chr22	19033674	19035888	19033672
NM_022719	ESS2	chr22	19117791	19132190	19117789
NM_053006	TSSK2	chr22	19118320	19120136	19118318
NM_005315	GSC2	chr22	19136503	19137796	19136501
NR_103767	LINC01311	chr22	19159218	19160345	19159216
NM_001256534	SLC25A1	chr22	19163087	19166018	19163085
NM_001835	CLTCL1	chr22	19166986	19279239	19166984
NM_003325	HIRA	chr22	19318223	19419219	19318221
NM_003776	MRPL40	chr22	19419424	19423601	19419422
NM_001166242	C22orf39	chr22	19428409	19435755	19428407
NM_001035247	UFD1	chr22	19437463	19466738	19437461
NM_001178010	CDC45	chr22	19467348	19508135	19467346
NM_001130861	CLDN5	chr22	19510546	19512860	19510544
NR_024381	LINC00895	chr22	19553652	19554362	19553650
NM_002688	SEPT5	chr22	19701986	19710845	19701984
NR_037611	SEPT5-GP1BB	chr22	19704742	19712297	19704740
NM_000407	GP1BB	chr22	19711065	19712297	19711063
NM_005992	TBX1	chr22	19744225	19771112	19744223
NM_053004	GNB1L	chr22	19775933	19842462	19775931
NM_024627	RTL10	chr22	19833660	19842371	19833658
NM_001352300	TXNRD2	chr22	19863040	19929515	19863038
NM_000754	COMT	chr22	19929262	19957498	19929260
NR_039918	MIR4761	chr22	19951275	19951357	19951273
NM_001670	ARVCF	chr22	19957401	20004309	19957399
NM_001283106	TANGO2	chr22	20004522	20054687	20004520
NR_029706	MIR185	chr22	20020661	20020743	20020659
NM_001190326	DGCR8	chr22	20067754	20099400	20067752
NR_037412	MIR3618	chr22	20073268	20073356	20073266
NR_031706	MIR1306	chr22	20073580	20073665	20073578
NM_001257994	TRMT2A	chr22	20099388	20104818	20099386
NR_106874	MIR6816	chr22	20102208	20102274	20102206
NM_001278639	RANBP1	chr22	20103460	20114880	20103458
NR_145765	SNORA77B	chr22	20113924	20114049	20113922
NM_001185024	ZDHHC8	chr22	20119363	20135530	20119361
NM_001243537	CCDC188	chr22	20136108	20137431	20136106
NR_038460	LOC284865	chr22	20186251	20192441	20186249
NR_026919	LINC00896	chr22	20193854	20196060	20193852
NM_023004	RTN4R	chr22	20228937	20255816	20228935
NR_031618	MIR1286	chr22	20236656	20236734	20236654
NM_033257	DGCR6L	chr22	20301760	20307628	20301758
NR_136572	LOC101927859	chr22	20328519	20706784	20328517
NR_136560	FAM230A	chr22	20336993	20350461	20336991
NM_001355479	GGTLC3	chr22	20366210	20368028	20366208
NM_001242313	TMEM191B	chr22	20377668	20380440	20377666
NR_003563	PI4KAP1	chr22	20383730	20398695	20383728
NM_015672	RIMBP3	chr22	20455993	20461786	20455991
NR_136569	LINC01660	chr22	20632131	20656828	20632129
NM_001256523	ZNF74	chr22	20748404	20762753	20748402
NM_153334	SCARF2	chr22	20778873	20792146	20778871
NM_032775	KLHL22	chr22	20795805	20850170	20795803
NM_001003891	MED15	chr22	20861828	20941919	20861826
NR_024592	POM121L4P	chr22	21043842	21046009	21043840
NR_026815	TMEM191A	chr22	21055401	21058891	21055399
NM_001362862	PI4KA	chr22	21061978	21213100	21061976
NM_000185	SERPIND1	chr22	21128382	21142008	21128380
NM_004782	SNAP29	chr22	21213291	21245501	21213289
NM_005207	CRKL	chr22	21271713	21308037	21271711
NR_110537	LINC01637	chr22	21311379	21318968	21311377
NM_001018060	AIFM3	chr22	21319417	21335649	21319415
NM_006767	LZTR1	chr22	21336557	21353326	21336555
NM_001008695	THAP7	chr22	21354060	21356404	21354058
NR_027051	THAP7-AS1	chr22	21356210	21364663	21356208
NR_003608	TUBA3FP	chr22	21362495	21368576	21362493
NM_001159554	P2RX6	chr22	21369441	21382302	21369439
NM_004173	SLC7A4	chr22	21383006	21386847	21383004
NR_030379	MIR649	chr22	21388464	21388561	21388462
NR_002829	P2RX6P	chr22	21396680	21398538	21396678
NM_001291006	LRRC74B	chr22	21400248	21418457	21400246
NR_037566	BCRP2	chr22	21457304	21476575	21457302
NR_136575	LOC102724728	chr22	21480427	21482309	21480425
NR_108107	FAM230B	chr22	21521191	21546445	21521189
NM_001351304	GGT2	chr22	21562261	21632151	21562259
NR_024583	POM121L8P	chr22	21636713	21652015	21636711
NR_136559	LOC100996335	chr22	21655548	21680925	21655546
NM_001128633	RIMBP3C	chr22	21737662	21743455	21737660
NM_001128635	RIMBP3B	chr22	21738039	21743455	21738037
NM_015094	HIC2	chr22	21771692	21805750	21771690
NM_001207052	TMEM191C	chr22	21821458	21824224	21821456
NR_003700	PI4KAP2	chr22	21827286	21871780	21827284
NM_001256355	UBE2L3	chr22	21903735	21978323	21903733
NM_001017964	YDJC	chr22	21982377	21984340	21982375
NM_001331066	CCDC116	chr22	21987085	21990091	21987083
NM_022044	SDF2L1	chr22	21996541	21998588	21996539
NR_030622	MIR301B	chr22	22007269	22007347	22007267
NR_029845	MIR130B	chr22	22007592	22007674	22007590
NM_001317996	PPIL2	chr22	22020272	22052202	22020270
NM_013313	YPEL1	chr22	22051825	22090123	22051823
NM_002745	MAPK1	chr22	22113946	22221970	22113944
NM_014634	PPM1F	chr22	22273791	22307250	22273789
NR_147620	LOC100286925	chr22	22292608	22297805	22292606
NM_001282112	TOP3B	chr22	22311396	22337240	22311394
NR_135291	PRAMENP	chr22	22345495	22398332	22345493
NM_001303509	VPREB1	chr22	22599191	22599927	22599189
NR_027293	BMS1P20	chr22	22652462	22677324	22652460
NM_080764	ZNF280B	chr22	22838770	22863505	22838768
NM_080740	ZNF280A	chr22	22868060	22874624	22868058
NM_001291715	PRAME	chr22	22890117	22900174	22890115
NR_027426	LL22NC03-63E9.3	chr22	22901749	22909004	22901747
NR_024591	POM121L1P	chr22	22974027	22987012	22974025
NM_001282879	GGTLC2	chr22	22987090	22990368	22987088
NR_030755	MIR650	chr22	23165269	23165365	23165267
NR_049835	MIR5571	chr22	23228446	23228559	23228444
NM_001178126	IGLL5	chr22	23229959	23238013	23229957
NM_014433	RSPH14	chr22	23401592	23484241	23401590
NM_002073	GNAZ	chr22	23412539	23467224	23412537
NM_001349877	RAB36	chr22	23487510	23507830	23487508
NM_004327	BCR	chr22	23522551	23660224	23522549
NR_033408	FBXW4P1	chr22	23604953	23607186	23604951
NR_149133	LINC02556	chr22	23668802	23670680	23668800
NR_037839	CES5AP1	chr22	23701792	23724313	23701790
NR_003950	ZDHHC8P1	chr22	23732791	23744799	23732789
NR_110538	LINC01659	chr22	23775750	23777258	23775748
NR_110539	LINC01658	chr22	23804268	23829167	23804266
NM_020070	IGLL1	chr22	23915312	23922495	23915310
NM_016449	DRICH1	chr22	23950638	23974508	23950636
NR_024448	GUSBP11	chr22	23980674	24059610	23980672
NM_001329424	RGL4	chr22	24033047	24041363	24033045
NM_021916	ZNF70	chr22	24083770	24093279	24083768
NM_013378	VPREB3	chr22	24094929	24096630	24094927
NM_001331041	C22orf15	chr22	24105200	24108050	24105198
NM_001301339	CHCHD10	chr22	24108020	24110159	24108018
NM_005940	MMP11	chr22	24115005	24126503	24115003
NM_001007468	SMARCB1	chr22	24129117	24176705	24129115
NM_001002862	DERL3	chr22	24176689	24181199	24176687
NM_001024938	SLC2A11	chr22	24198889	24228299	24198887
NR_038911	MIF-AS1	chr22	24235896	24241117	24235894
NM_002415	MIF	chr22	24236564	24237409	24236562
NM_001080843	GSTT2B	chr22	24299600	24303368	24299598
NR_126445	GSTT2	chr22	24299600	24303488	24299598
NM_001084393	DDTL	chr22	24309025	24314748	24309023
NM_001084392	DDT	chr22	24313553	24316680	24313551
NM_001358664	GSTT4	chr22	24340594	24401807	24340592
NM_001144931	LOC391322	chr22	24373100	24374043	24373098
NR_132348	GSTT1-AS1	chr22	24375962	24376214	24375960
NM_000853	GSTT1	chr22	24376132	24384311	24376130
NR_003082	GSTTP2	chr22	24385937	24401899	24385935
NM_001201429	CABIN1	chr22	24407764	24574596	24407762
NM_019601	SUSD2	chr22	24577443	24585074	24577441
NM_001099781	GGT5	chr22	24615621	24641110	24615619
NR_003714	POM121L9P	chr22	24647588	24661492	24647586
NM_001145468	SPECC1L	chr22	24666784	24813708	24666782
NR_103546	SPECC1L-ADORA2A	chr22	24666784	24838328	24666782
NM_001278500	ADORA2A	chr22	24819564	24838328	24819562
NR_028484	ADORA2A-AS1	chr22	24825175	24891042	24825173
NM_016327	UPB1	chr22	24891250	24922553	24891248
NM_001284251	GUCD1	chr22	24936390	24951903	24936388
NM_001278656	SNRPD3	chr22	24951617	24970932	24951615
NM_013430	GGT1	chr22	24979717	25024972	24979715
NM_207644	LRRC75B	chr22	24981590	24989035	24981588
NR_024494	BCRP3	chr22	25028881	25049327	25028879
NR_024593	POM121L10P	chr22	25041132	25055114	25041130
NM_001008496	PIWIL3	chr22	25115000	25170687	25114998
NR_001283	TOP1P2	chr22	25160467	25161986	25160465
NM_001039948	SGSM1	chr22	25202187	25322813	25202185
NM_001001663	TMEM211	chr22	25331064	25342662	25331062
NM_001145206	KIAA1671	chr22	25423940	25593415	25423938
NR_038941	LOC100128531	chr22	25498383	25508659	25498381
NM_004076	CRYBB3	chr22	25595816	25603326	25595814
NM_000496	CRYBB2	chr22	25615611	25627836	25615609
NR_029395	IGLL3P	chr22	25714223	25716193	25714221
NM_001135772	LRP5L	chr22	25747384	25777544	25747382
NR_033733	CRYBB2P1	chr22	25844053	25857645	25844051
NR_106875	MIR6817	chr22	25851612	25851678	25851610
NM_001362778	GRK3	chr22	25960860	26125258	25960858
