NR_028326	LINC01001	chr11	127133	131853	127131
NM_001097610	SCGB1C2	chr11	193079	194500	193077
NM_145651	SCGB1C1	chr11	193079	194573	193077
NM_001286136	ODF3	chr11	196760	200258	196758
NM_001098787	BET1L	chr11	202923	207422	202921
NM_001286134	RIC8A	chr11	207510	215175	207508
NR_106801	MIR6743	chr11	209335	209406	209333
NM_001017524	SIRT3	chr11	215029	236362	215027
NM_002817	PSMD13	chr11	236807	252984	236805
NM_001276700	NLRP6	chr11	278569	285388	278567
NM_025092	PGGHG	chr11	289137	295688	289135
NM_001025295	IFITM5	chr11	298200	299526	298198
NM_006435	IFITM2	chr11	308106	309410	308104
NM_003641	IFITM1	chr11	313990	315272	313988
NM_021034	IFITM3	chr11	319672	320914	319670
NM_178537	B4GALNT4	chr11	369794	382117	369792
NM_001303029	PKP3	chr11	392598	404908	392596
NM_001135053	SIGIRR	chr11	405715	417397	405713
NM_001012302	ANO9	chr11	417929	442011	417927
NM_001329548	PTDSS2	chr11	448267	491400	448265
NM_002939	RNH1	chr11	494511	506821	494509
NM_001130442	HRAS	chr11	532241	535567	532239
NM_198075	LRRC56	chr11	537521	554916	537519
NM_173573	LMNTD2	chr11	554849	560779	554847
NR_147607	LOC692247	chr11	559261	560106	559259
NM_001143993	RASSF7	chr11	560970	564025	560968
NR_038262	MIR210HG	chr11	565656	568457	565654
NR_029623	MIR210	chr11	568088	568198	568086
NR_026967	LOC143666	chr11	573807	575885	573805
NM_001286581	PHRF1	chr11	576445	612222	576443
NM_001572	IRF7	chr11	612550	615950	612548
NM_001171968	CDHR5	chr11	616564	625067	616562
NM_021920	SCT	chr11	626315	627240	626313
NM_000797	DRD4	chr11	637304	640705	637302
NM_001293634	DEAF1	chr11	644219	695754	644217
NM_001042463	TMEM80	chr11	695590	704131	695588
NM_022772	EPS8L2	chr11	706119	727727	706117
NM_006755	TALDO1	chr11	747431	765024	747429
NM_001318818	GATD1	chr11	767222	777502	767220
NR_126342	LOC171391	chr11	777577	784284	777575
NM_016564	CEND1	chr11	787109	790126	787107
NM_001191060	SLC25A22	chr11	790474	797995	790472
NM_001293167	PANO1	chr11	797510	799185	797508
NM_145886	PIDD1	chr11	799178	805250	799176
NM_001004	RPLP2	chr11	809935	812876	809933
NR_002585	SNORA52	chr11	811680	811814	811678
NM_020376	PNPLA2	chr11	818900	825571	818898
NM_001286606	CRACR2B	chr11	828259	831991	828257
NM_001039490	CD151	chr11	832951	838835	832949
NM_021128	POLR2L	chr11	839720	842529	839718
NM_001025238	TSPAN4	chr11	842823	867116	842821
NM_001142674	CHID1	chr11	867858	910874	867856
NM_001242837	AP2A2	chr11	925808	1012245	925806
NM_005961	MUC6	chr11	1012823	1036706	1012821
NM_001323425	LOC101927503	chr11	1049777	1055764	1049775
NM_002457	MUC2	chr11	1074874	1104416	1074872
NM_001304359	MUC5AC	chr11	1151579	1222366	1151577
NM_002458	MUC5B	chr11	1244294	1283406	1244292
NR_157183	MUC5B-AS1	chr11	1263490	1270906	1263488
NR_106802	MIR6744	chr11	1277834	1277900	1277832
NM_001318512	TOLLIP	chr11	1295597	1330892	1295595
NR_029409	TOLLIP-AS1	chr11	1330937	1331937	1330935
NM_001256627	BRSK2	chr11	1411128	1483919	1411126
NM_001172223	MOB2	chr11	1490677	1508009	1490675
NM_004420	DUSP8	chr11	1575280	1593150	1575278
NR_021489	KRTAP5-AS1	chr11	1593970	1620414	1593968
NM_001005922	KRTAP5-1	chr11	1605571	1606513	1605569
NM_001004325	KRTAP5-2	chr11	1618406	1619524	1618404
NM_001012708	KRTAP5-3	chr11	1628794	1629693	1628792
NM_001012709	KRTAP5-4	chr11	1642187	1643368	1642185
NM_001001480	KRTAP5-5	chr11	1651032	1652159	1651030
NR_026643	FAM99A	chr11	1686828	1689086	1686826
NR_026642	FAM99B	chr11	1704499	1706859	1704497
NM_001012416	KRTAP5-6	chr11	1718424	1718985	1718422
NM_001170820	IFITM10	chr11	1753639	1771824	1753637
NM_001909	CTSD	chr11	1773981	1785222	1773979
NM_001290332	SYT8	chr11	1855539	1858751	1855537
NM_003282	TNNI2	chr11	1860232	1862910	1860230
NM_002339	LSP1	chr11	1874199	1913493	1874197
NR_036185	MIR4298	chr11	1880693	1880766	1880691
NR_107001	MIR7847	chr11	1901274	1901377	1901272
NR_120534	LINC01150	chr11	1917988	1929589	1917986
NM_001042780	TNNT3	chr11	1940798	1959936	1940796
NM_021134	MRPL23	chr11	1968501	1977839	1968499
NR_132974	SNORD131	chr11	1970560	1970706	1970558
NR_024471	MRPL23-AS1	chr11	2004438	2011150	2004436
NR_126400	LINC01219	chr11	2012325	2014699	2012323
NM_001293171	HOTS	chr11	2013637	2017524	2013635
NR_002196	H19	chr11	2016405	2019105	2016403
NR_030533	MIR675	chr11	2017988	2018061	2017986
NM_000612	IGF2	chr11	2150341	2160204	2150339
NR_003512	INS-IGF2	chr11	2150341	2182439	2150339
NR_030158	MIR483	chr11	2155363	2155439	2155361
NR_028043	IGF2-AS	chr11	2161741	2169896	2161739
NM_000207	INS	chr11	2181008	2182439	2181006
NM_000360	TH	chr11	2185158	2193035	2185156
NR_039834	MIR4686	chr11	2194292	2194368	2194290
NM_005170	ASCL2	chr11	2289727	2292182	2289725
NM_001142946	C11orf21	chr11	2316869	2323143	2316867
NM_139022	TSPAN32	chr11	2323242	2339430	2323240
NR_108080	CD81-AS1	chr11	2349978	2399222	2349976
NM_001297649	CD81	chr11	2397406	2418649	2397404
NM_001297658	TSSC4	chr11	2421717	2425108	2421715
NM_014555	TRPM5	chr11	2425745	2444275	2425743
NM_000218	KCNQ1	chr11	2466220	2870340	2466218
NR_002728	KCNQ1OT1	chr11	2629557	2721228	2629555
NR_130721	KCNQ1-AS1	chr11	2861364	2882799	2861362
NR_024627	KCNQ1DN	chr11	2891262	2893336	2891260
NM_000076	CDKN1C	chr11	2904447	2906995	2904445
NM_001302862	SLC22A18AS	chr11	2908574	2925175	2908572
NM_183233	SLC22A18	chr11	2920950	2946476	2920948
NM_003311	PHLDA2	chr11	2949502	2950650	2949500
NM_005969	NAP1L4	chr11	2965659	3013607	2965657
NR_002982	SNORA54	chr11	2985000	2985123	2984998
NM_001014437	CARS	chr11	3022151	3078681	3022149
NR_046580	CARS-AS1	chr11	3050623	3062490	3050621
NM_001144063	OSBPL5	chr11	3108345	3186582	3108343
NM_001164377	MRGPRG	chr11	3239173	3240043	3239171
NR_027138	MRGPRG-AS1	chr11	3239561	3244361	3239559
NM_001039165	MRGPRE	chr11	3248882	3253616	3248880
NM_001130519	ZNF195	chr11	3379156	3400452	3379154
NR_024248	TSSC2	chr11	3402190	3430378	3402188
NR_044999	OR7E12P	chr11	3411936	3413145	3411934
NR_126335	LOC101927708	chr11	3529209	3593217	3529207
NR_002720	TRPC2	chr11	3647689	3658789	3647687
NM_001079536	ART5	chr11	3659735	3663546	3659733
NM_004314	ART1	chr11	3666360	3685646	3666358
NM_001303034	CHRNA10	chr11	3686816	3692614	3686814
NM_016320	NUP98	chr11	3696239	3819022	3696237
NM_001256235	PGAP2	chr11	3818953	3847601	3818951
NM_001665	RHOG	chr11	3848207	3862213	3848205
NM_001277961	STIM1	chr11	3876932	4114440	3876930
NR_039835	MIR4687	chr11	3877291	3877371	3877289
NM_001033	RRM1	chr11	4115914	4160155	4115912
NR_047550	LOC100506082	chr11	4208381	4223883	4208379
NM_001005161	OR52B4	chr11	4388492	4389616	4388490
NM_003141	TRIM21	chr11	4406126	4414926	4406124
NM_001005172	OR52K2	chr11	4470524	4471591	4470522
NM_001005171	OR52K1	chr11	4510108	4511138	4510106
NM_001004137	OR52M1	chr11	4566420	4567374	4566418
NM_144663	C11orf40	chr11	4592652	4599050	4592650
NM_001005170	OR52I2	chr11	4608020	4609135	4608018
NM_001005169	OR52I1	chr11	4615268	4616243	4615266
NM_001304496	TRIM68	chr11	4619901	4629489	4619899
NM_001004751	OR51D1	chr11	4660944	4662068	4660942
